"","Entity","Year","Code","nuclear_weapons_stockpile","military1","const_expenditure","curr_expenditure","GDPShare","govtShare","Miliary_exp_mil"
"225","South Africa",2014,"ZAF",0,388360,3727.69371825245,3892.48509106944,0.0110943788284507,0.0348518886720925,3888.04254553472
"226","South Africa",2015,"ZAF",0,345960,3758.56013348948,3488.86794783997,0.0109918207478519,0.033381696328137,3474.23397391998
"227","South Africa",2016,"ZAF",0,313250,3660.95098216984,3139.31212841824,0.0106519964469914,0.0324671675395061,3135.90606420912
"228","South Africa",2017,"ZAF",0,313250,3608.54560254443,3591.50761336993,0.0103006055246802,0.0315854073337745,3362.00380668497
"229","South Africa",2018,"ZAF",0,313250,3458.14235138632,3622.91874255151,0.00984961398491524,0.0296668688247506,3377.70937127575
"230","South Africa",2019,"ZAF",0,313250,3435.73603709599,3435.73603709599,0.00978057396964981,0.0276816388073068,3284.118018548
"231","South Africa",2020,"ZAF",0,313250,3475.20120385809,3150.82888025261,0.0107419344292801,0.026131760091538,3141.66444012631
"232","United Kingdom",1988,"GBR",350,3362940,60274.7241232638,38357.2365139578,0.0421428762838849,0.113281119457908,35993.3182569789
"233","United Kingdom",1989,"GBR",350,3349802,60805.3769060339,37456.6468133108,0.0404095433156431,0.110596019183503,35477.3334066554
"234","United Kingdom",1990,"GBR",350,4024789,60892.0071776131,43545.0948401343,0.03983217694585,0.104706382125597,41896.4924200672
"235","United Kingdom",1991,"GBR",350,4096514,61595.3685791622,47045.4573273683,0.0411680242273171,0.105567700570976,44005.2986636842
"236","United Kingdom",1992,"GBR",250,4311870,57531.8649959395,45592.5918179765,0.0386471776641263,0.0937852167793514,44355.6459089883
"237","United Kingdom",1993,"GBR",250,2896542,54903.9165335328,38113.2067914603,0.0359064951247979,0.0871781193032326,33539.3133957302
"238","United Kingdom",1994,"GBR",250,3487097,53393.3641481945,38569.0135048574,0.0338193371776532,0.0828447469739075,36719.9917524287
"239","United Kingdom",1995,"GBR",234,3421687,50079.6396767279,38294.2830798348,0.0285419949053587,0.0757120447630055,36255.5765399174
"240","United Kingdom",1996,"GBR",203,3421687,49600.8751970909,38566.1346453921,0.0272459232198324,0.0762674515679445,36391.502322696
"241","United Kingdom",1997,"GBR",203,3421687,47839.4292014664,39889.947448983,0.0256014877225605,0.073499588072778,37053.4087244915
"242","United Kingdom",1998,"GBR",240,3552500,47995.7925668443,41222.1258326215,0.0249596227501881,0.0725506915491494,38373.5629163107
"243","United Kingdom",1999,"GBR",240,3552500,47739.9954925686,40760.4006665656,0.0242290959332375,0.0712587572122906,38142.7003332828
"244","United Kingdom",2000,"GBR",280,3371280,48701.1798160146,39343.7112725782,0.023727966452319,0.0696858351268685,36528.2556362891
"245","United Kingdom",2001,"GBR",280,3564000,50630.0262875878,39512.5799436497,0.0241112210130721,0.0692298080332635,37576.2899718249
"246","United Kingdom",2002,"GBR",280,3564000,53639.9158022941,44245.2659983094,0.0248565967470705,0.0692337040667866,39942.6329991547
"247","United Kingdom",2003,"GBR",280,4252770,57459.1024321223,52343.1222770674,0.0255206201518244,0.0687497518545174,47435.4111385337
"248","United Kingdom",2004,"GBR",280,5649210,58172.0853620513,60250.7825447032,0.0249782136751626,0.0656709374163412,58371.4412723516
"249","United Kingdom",2005,"GBR",280,5515800,58715.9936408945,61653.635038462,0.0243420322804432,0.0631712435404939,58405.817519231
"250","United Kingdom",2006,"GBR",225,6318900,58985.3306202772,64217.6195283273,0.0237308699925628,0.0618801230895381,63703.3097641636
"251","United Kingdom",2007,"GBR",225,7310100,60591.2317547453,73448.0320141665,0.0237420774768425,0.061718615247673,73274.5160070832
"252","United Kingdom",2008,"GBR",225,7041200,63243.8919307967,72915.4076697404,0.0249572301610235,0.0609880274260097,71663.7038348702
"253","United Kingdom",2009,"GBR",225,7041200,64257.2028349005,64010.506669801,0.0265348501633322,0.0595977657937538,67211.2533349005
"254","United Kingdom",2010,"GBR",225,6042000,63177.1751568165,63979.1119702694,0.025781595020387,0.0576885234494002,62199.5559851347
"255","United Kingdom",2011,"GBR",225,6042000,61041.3130938525,66569.5525731349,0.0250272640170618,0.0574906595534125,63494.7762865675
"256","United Kingdom",2012,"GBR",225,5796700,59346.2903354491,65452.4875542416,0.0242056473058588,0.0554978132630455,61709.7437771208
"257","United Kingdom",2013,"GBR",225,5560000,57176.620685622,63837.7248554312,0.0229364024087307,0.0547665708865895,59718.8624277156
"258","United Kingdom",2014,"GBR",220,5972400,56154.307308814,66995.4686542895,0.0218390624805422,0.0531702425268783,63359.7343271447
"259","United Kingdom",2015,"GBR",215,5420800,53995.6867994729,59990.2057193245,0.0204550319219844,0.0508608002665035,57099.1028596622
"260","United Kingdom",2016,"GBR",215,4870800,53807.4075595607,53327.3276343844,0.0198143825493354,0.0501650464649394,51017.6638171922
"261","United Kingdom",2017,"GBR",215,4870800,53448.7627499998,51633.5392171638,0.0194632499636255,0.0497162391050154,50170.7696085819
"262","United Kingdom",2018,"GBR",210,4870800,54162.9452241445,55680.2282149866,0.0194875570783718,0.0501893829002809,52194.1141074933
"263","United Kingdom",2019,"GBR",205,4870800,56856.1330660076,56856.1330660076,0.0201300457304406,0.0520914284422545,52782.0665330038
"264","United Kingdom",2020,"GBR",195,4870800,58484.9183587013,59238.46225,0.022465466792599,0.04227486121099,53973.231125
"265","United States",1988,"USA",23205,28193760,669443.048571912,309661.269300954,0.060712777020948,0.0955975757498972,295799.434650477
"266","United States",1989,"USA",22217,29506620,663787.520433923,321866.55880832,0.0587120600804653,0.0955975757498972,308466.37940416
"267","United States",1990,"USA",21392,28959900,636176.125531447,325129.313986031,0.0560517529438794,0.0955975757498972,307364.156993016
"268","United States",1991,"USA",19008,28582000,561979.012109238,299372.779114591,0.0488342939776313,0.0955975757498972,292596.389557296
"269","United States",1992,"USA",13708,27439800,592212.3403408,325033.735954804,0.0497046680768284,0.0955975757498972,299715.867977402
"270","United States",1993,"USA",11511,27143480,560519.237191198,316719.443747423,0.0460435029507644,0.0955975757498972,294077.121873712
"271","United States",1994,"USA",10979,26606340,531381.27185984,308084,0.042152646751779,0.0955975757498972,287073.7
"272","United States",1995,"USA",10904,26182260,496360.310688731,295853.097724661,0.038602457917389,0.0955975757498972,278837.848862331
"273","United States",1996,"USA",11011,26182260,469361.049767698,287960.66867894,0.0355498220635218,0.0955975757498972,274891.63433947
"274","United States",1997,"USA",10903,26182260,466933.001712198,293167.825790971,0.0340556224418855,0.0955975757498972,277495.212895486
"275","United States",1998,"USA",10732,26182260,456389.548821137,290996.055088378,0.0320155849896996,0.0955975757498972,276409.327544189
"276","United States",1999,"USA",10685,27588600,457512.650980138,298094.891322404,0.0308567678324746,0.0955975757498972,286990.445661202
"277","United States",2000,"USA",10577,27588600,475217.437619995,320086.324211196,0.0311224214697679,0.0955975757498972,297986.162105598
"278","United States",2001,"USA",10526,27588600,479076.98739295,331805.610572137,0.0312380980266703,0.0955975757498972,303845.805286068
"279","United States",2002,"USA",10457,33447600,537911.92971433,378463.138753841,0.0344761809928778,0.102750015340386,356469.569376921
"280","United States",2003,"USA",10027,37945600,612232.611746641,440532.069586192,0.0382716104473623,0.112968759189728,409994.034793096
"281","United States",2004,"USA",8570,51903600,667284.639162743,492999.376159397,0.0401631273640692,0.119684764051846,506017.688079698
"282","United States",2005,"USA",8360,51046200,698019.039243438,533203,0.0409003487632585,0.120539449432606,521832.5
"283","United States",2006,"USA",7853,49383000,708077.303466164,558335,0.0404162723678969,0.119964565079974,526082.5
"284","United States",2007,"USA",5709,50505000,726971.528961954,589586,0.040796550810522,0.117870923875287,547318
"285","United States",2008,"USA",5273,55986400,779854.12310741,656756,0.0446382735629989,0.119719995399003,608310
"286","United States",2009,"USA",5113,55986400,841220.472930465,705917,0.0488559968011478,0.117777933127971,632890.5
"287","United States",2010,"USA",5066,64972800,865268.024824336,738005,0.0492264167706996,0.123344553489056,693866.5
"288","United States",2011,"USA",4897,64972800,855022.313452155,752288,0.0484017399490275,0.124442085949283,701008
"289","United States",2012,"USA",4881,68601200,807530.26711473,725205,0.0447740121867267,0.120220533200581,705608.5
"290","United States",2013,"USA",4804,64361100,745415.975253309,679229,0.0404667887867098,0.112508108122434,661420
"291","United States",2014,"USA",4717,61307400,699563.841963659,647789,0.0369589465026568,0.104157829930111,630431.5
"292","United States",2015,"USA",4571,59745600,683677.745113247,633829.639,0.0347784516633609,0.0988644285480539,615642.8195
"293","United States",2016,"USA",4018,61246800,681579.835830882,639856.443,0.0341894233677988,0.0962375089528484,626162.2215
"294","United States",2017,"USA",3822,61246800,674557.211177909,646752.927,0.0331338129427849,0.0937045228327948,629610.4635
"295","United States",2018,"USA",3785,61246800,694859.577913581,682491.4,0.0331624880838269,0.0936144408095522,647479.7
"296","United States",2019,"USA",3805,61246800,734344.1,734344.1,0.0342708018052996,0.0958764254119547,673406.05
"297","United States",2020,"USA",3750,61246800,766582.825358332,778232.2,0.0374116009078512,0.0792617655617091,695350.1
